MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
291,8,88,14,0,0,100,-7,7,8,8,1,29,-7,0,0,100,67,5,2,4,100,Bad
138,30,83,12,0,0,92,3,4,6,13,0,31,0,0,0,23,-8,4,1,0,83,Good
165,12,75,20,0,0,95,-8,6,6,20,0,20,0,0,0,41,44,4,2,1,43,Good
199,5,89,18,0,0,94,48,6,6,18,1,17,5,1,1,8,-8,2,1,0,30,Good
172,1,92,21,0,0,100,-7,7,8,22,2,27,0,1,1,37,-8,4,1,1,83,Good
134,4,65,8,0,0,100,-7,7,8,8,2,50,-7,0,0,19,85,1,2,0,50,Bad
215,8,123,20,0,0,100,-7,7,8,7,1,15,1,2,2,7,-8,3,1,0,40,Good
201,17,54,8,4,2,38,6,3,3,41,0,31,-7,0,0,98,50,2,2,1,80,Bad
372,38,94,15,1,1,71,5,1,3,17,0,53,0,0,0,35,-8,4,1,0,100,Good
241,9,73,32,0,0,100,-7,7,8,36,1,25,1,1,1,75,-8,6,-8,5,67,Bad
107,6,38,10,2,2,83,41,6,2,12,4,25,0,1,1,42,90,4,2,1,75,Bad
180,11,74,26,0,0,100,-7,7,8,27,1,48,13,0,0,24,71,2,2,1,44,Good
254,24,87,20,1,1,100,-7,6,8,21,0,38,5,0,0,42,9,4,2,2,67,Good
279,5,84,25,0,0,100,-7,7,8,25,2,28,4,1,1,17,60,5,2,0,54,Good
183,11,68,14,0,0,100,-7,7,8,21,1,7,18,0,0,3,-8,2,-8,0,25,Good
125,5,63,19,0,0,100,-7,7,8,20,1,55,-8,0,0,39,66,4,4,1,100,Bad
283,3,111,13,3,2,82,62,6,2,17,1,59,0,5,5,60,50,2,1,1,60,Bad
21,7,14,4,0,0,100,-7,7,8,4,2,75,0,6,6,-8,89,-8,2,-8,100,Bad
226,2,84,14,0,0,100,-7,7,8,27,1,13,2,1,1,6,-8,6,-8,0,75,Good
330,5,53,39,1,1,97,35,6,6,51,5,49,5,1,1,47,67,7,4,1,85,Bad
265,11,97,46,0,0,100,-7,7,8,48,1,69,17,0,0,13,79,5,3,0,75,Good
187,8,95,18,1,1,82,2,4,3,22,2,18,0,1,1,21,-8,5,1,0,86,Bad
144,21,62,22,0,0,86,6,4,6,22,0,59,1,2,2,11,58,2,3,1,100,Good
126,5,64,12,0,0,100,-7,7,8,8,2,31,-7,0,0,66,-8,2,1,2,75,Bad
169,2,59,21,0,0,100,-7,7,8,22,4,36,-7,4,4,43,112,4,6,0,83,Bad
99,3,48,33,0,0,97,7,4,6,34,6,94,0,1,0,100,95,1,5,-8,100,Bad
269,11,66,30,0,0,100,-7,7,8,30,1,23,0,0,0,35,-8,3,2,1,55,Bad
181,2,69,15,0,0,100,-7,7,8,16,2,50,-7,3,3,56,78,6,4,2,91,Bad
259,7,78,11,0,0,100,-7,7,8,11,1,36,0,0,0,6,86,2,2,0,50,Good
82,7,46,33,0,0,100,-7,7,8,34,3,32,0,0,0,46,81,7,4,2,73,Good
410,14,151,22,1,1,100,-7,6,8,22,0,18,3,1,1,69,-8,10,2,5,71,Bad
192,8,88,17,0,0,94,81,6,6,17,1,35,-7,0,0,0,92,1,2,0,38,Bad
140,7,47,12,0,0,92,46,6,6,12,2,33,5,1,1,49,74,2,3,1,75,Bad
178,4,65,36,0,0,100,-7,7,8,38,3,42,0,0,0,34,-8,4,2,0,86,Good
176,13,84,34,0,0,97,14,6,6,34,0,56,0,1,1,52,73,7,6,2,81,Good
168,1,68,32,0,0,100,-7,7,8,47,5,30,4,2,2,5,-8,3,2,0,36,Good
326,6,90,32,0,0,100,-7,6,8,37,2,51,0,0,0,4,80,4,3,1,64,Good
183,15,73,11,1,0,85,50,6,2,13,0,46,0,1,1,49,50,2,2,0,67,Bad
220,2,44,20,0,0,95,71,6,6,22,10,19,0,1,1,34,-8,4,1,1,50,Good
298,19,111,24,0,0,100,-7,7,8,24,0,38,19,0,0,25,22,3,2,0,63,Good
91,5,26,11,1,1,100,-7,7,8,12,5,27,0,1,1,90,42,6,3,1,100,Bad
140,14,49,12,1,1,100,-7,6,8,12,0,58,0,0,0,66,-8,2,3,0,100,Bad
210,3,74,24,0,0,100,-7,7,8,24,3,29,0,3,3,11,87,2,2,0,40,Bad
207,2,86,30,0,0,94,2,4,6,57,3,16,-7,2,2,19,51,3,2,0,36,Bad
358,7,116,26,2,1,97,1,3,5,29,1,38,3,1,1,1,11,1,2,0,19,Good
100,8,43,12,0,0,100,-7,7,8,13,3,33,0,2,2,47,92,4,2,2,86,Bad
222,3,102,24,1,1,96,50,6,2,27,2,37,0,2,2,3,-8,3,-8,0,27,Good
246,3,78,16,2,2,94,9,4,6,24,2,31,-7,0,0,85,39,6,2,3,89,Bad
96,18,57,10,0,0,100,-7,7,8,10,0,60,0,0,0,-8,-8,-8,1,-8,100,Bad
267,7,70,31,0,0,90,17,6,6,31,1,45,4,1,1,31,65,8,4,0,80,Good
193,1,91,19,0,0,100,-7,7,8,22,2,18,-7,1,1,90,79,6,2,4,73,Bad
157,7,78,13,1,1,100,-7,6,8,14,1,43,0,0,0,52,68,2,3,0,83,Good
142,9,47,16,0,0,100,-7,7,8,16,4,19,0,2,2,30,55,4,2,1,55,Bad
272,3,106,26,1,1,89,10,4,4,28,1,32,0,0,0,7,-8,2,2,0,38,Bad
294,2,106,22,2,1,92,43,6,4,47,3,16,2,1,1,0,35,2,2,0,44,Good
140,13,67,8,4,4,80,26,6,4,10,0,50,3,1,1,93,71,1,2,1,100,Bad
259,4,121,4,2,0,29,39,6,5,7,2,29,0,1,1,100,98,1,1,1,100,Good
165,8,59,31,0,0,90,17,6,6,31,4,39,0,0,0,16,-8,4,2,1,50,Bad
204,2,91,23,2,0,82,1,3,5,28,2,32,0,6,6,32,-8,5,-8,0,67,Bad
78,2,44,20,2,1,91,38,6,5,22,3,27,1,7,7,64,55,3,2,1,71,Bad
179,13,70,17,0,0,78,1,4,6,18,0,50,4,1,1,57,22,4,2,0,75,Bad
265,4,93,31,1,1,91,6,4,6,34,1,62,0,0,0,0,69,1,9,0,85,Good
239,7,86,28,0,0,93,19,6,6,30,3,29,-7,5,5,11,38,6,3,1,82,Good
284,1,69,27,0,0,100,-7,7,8,30,4,30,0,2,1,24,55,5,4,2,41,Bad
212,2,57,16,0,0,100,-7,7,8,17,2,35,-7,0,0,69,52,5,3,4,67,Good
379,8,176,24,0,0,100,-7,7,8,27,1,22,0,0,0,0,-8,2,-8,0,20,Bad
236,30,93,17,0,0,94,74,6,6,18,0,29,0,1,1,47,18,2,2,1,50,Bad
129,3,70,22,0,0,96,44,6,6,23,3,13,-7,1,1,47,11,3,2,0,71,Good
244,0,109,25,0,0,100,-7,7,8,27,4,15,0,6,6,46,-8,5,2,1,50,Bad
118,5,48,23,3,2,73,15,6,5,28,7,77,0,1,1,2,100,1,3,-8,80,Bad
183,7,62,6,1,1,86,73,6,3,7,2,29,-7,2,2,73,-8,4,-8,2,100,Bad
281,16,89,38,0,0,97,60,6,6,39,0,5,0,2,2,18,-8,11,1,2,48,Good
111,19,57,10,1,0,55,10,4,5,11,0,45,0,0,0,84,66,4,3,3,100,Bad
93,1,49,24,1,1,81,38,6,2,27,4,19,0,0,0,47,57,3,3,1,64,Good
156,2,53,16,2,0,89,50,6,5,24,1,37,-7,0,0,29,50,2,2,1,44,Good
128,8,65,17,0,0,100,-7,7,8,17,2,65,0,6,6,81,50,2,5,2,88,Bad
92,2,41,18,0,0,100,-7,7,8,19,7,32,-7,0,0,13,92,7,2,0,69,Bad
141,5,115,8,1,1,90,31,6,4,26,1,80,5,0,0,77,75,1,2,1,100,Bad
58,9,28,14,0,0,93,18,6,6,15,2,21,-7,1,1,51,-8,5,1,2,67,Bad
266,13,90,41,0,0,100,-7,7,8,44,0,36,2,1,1,18,36,2,5,1,70,Good
122,10,106,12,0,0,50,8,4,6,11,2,42,0,4,4,70,88,5,1,2,100,Bad
140,8,65,8,0,0,88,52,6,6,8,1,13,0,2,2,91,-8,2,1,2,75,Good
150,17,75,27,0,0,96,30,6,6,27,0,22,0,2,2,14,-8,4,1,1,42,Good
125,1,62,44,0,0,100,-7,7,8,3,3,20,1,1,1,45,93,13,1,4,61,Bad
198,3,111,21,1,1,100,-7,0,8,23,3,26,-7,1,1,5,-8,2,2,0,57,Bad
217,7,94,12,0,0,100,-7,7,8,12,1,17,-8,0,0,6,-8,3,-8,0,38,Good
96,20,88,16,1,1,82,5,0,2,8,0,29,-7,0,0,50,12,4,2,1,64,Bad
240,4,103,23,0,0,92,28,6,6,26,3,50,-7,1,1,9,88,2,2,0,50,Good
160,2,67,26,0,0,97,70,6,6,30,3,27,0,0,0,8,89,3,3,0,50,Good
301,3,79,19,0,0,79,13,6,6,20,2,47,3,2,2,33,45,3,3,0,100,Bad
246,2,99,24,0,0,100,-7,7,8,25,2,36,2,1,1,41,87,3,3,2,75,Good
125,11,72,18,0,0,100,-7,7,8,20,1,30,0,1,1,2,87,4,2,0,46,Bad
53,2,27,17,0,0,100,-7,7,8,19,4,61,0,3,3,51,57,5,3,1,89,Good
169,3,79,19,0,0,100,-7,7,8,19,1,58,3,1,1,2,57,3,3,1,100,Good
122,4,75,17,4,4,84,73,6,3,25,3,52,0,1,1,7,76,2,7,0,71,Good
-8,7,24,5,0,0,100,-7,7,8,0,2,0,6,0,0,3,-8,2,-8,0,40,Bad
169,3,71,16,0,0,100,-7,7,8,16,2,13,-8,0,0,33,-8,3,1,1,50,Good
107,7,48,40,0,0,100,-7,6,8,43,4,42,0,2,2,80,86,5,2,4,70,Bad
314,0,108,10,1,0,92,8,3,5,12,2,17,0,1,1,60,-8,5,1,2,75,Bad
123,12,74,7,0,0,75,7,4,6,8,0,25,0,2,0,17,90,2,1,0,100,Bad
139,3,40,23,0,0,100,-7,7,8,23,4,43,0,0,0,73,73,5,5,1,91,Bad
219,2,75,11,0,0,100,-7,7,8,12,1,17,0,0,0,4,-8,3,1,0,57,Good
195,10,67,24,0,0,100,-7,7,8,25,1,25,22,0,0,36,27,3,2,0,83,Good
152,12,41,12,0,0,92,14,6,6,12,0,33,-7,0,0,82,-8,4,1,3,100,Bad
90,4,40,20,0,0,95,79,6,6,20,5,15,0,0,0,26,96,10,2,0,75,Good
170,1,82,35,1,0,95,27,6,5,37,1,30,0,1,1,29,91,2,3,0,63,Good
241,2,93,21,0,0,100,-7,7,8,22,1,32,1,1,1,12,98,3,2,1,56,Good
173,21,69,6,2,0,86,1,4,5,7,0,57,-7,0,0,82,100,3,2,3,100,Bad
246,3,102,32,0,0,88,1,4,6,34,1,24,0,3,3,65,-8,10,1,3,79,Good
141,8,71,7,1,1,78,25,6,3,9,1,33,0,0,0,2,-8,1,1,0,50,Good
137,2,61,31,0,0,97,-7,6,7,33,1,36,1,1,1,25,61,4,2,1,40,Good
178,1,78,24,0,0,92,36,6,6,26,4,27,5,1,1,7,100,5,3,0,57,Good
199,2,69,39,0,0,98,62,6,6,43,3,14,0,3,3,10,38,6,1,1,47,Good
243,4,42,31,0,0,100,-7,7,8,61,5,35,-7,4,4,91,57,10,3,5,93,Good
336,11,124,17,0,0,100,-7,7,8,17,1,35,-7,0,0,1,87,2,2,0,44,Good
66,3,36,14,2,2,100,-7,0,8,16,2,64,0,1,1,37,66,4,6,1,100,Bad
206,3,75,49,0,0,100,-7,7,8,49,6,35,6,0,0,56,67,7,3,2,83,Good
164,4,62,21,2,1,70,8,4,5,24,4,52,0,5,5,27,94,5,4,0,82,Bad
-8,14,140,24,0,0,100,-7,7,8,0,0,50,-7,0,0,26,70,4,4,0,73,Good
171,34,95,6,0,0,100,-7,7,8,6,0,67,6,0,0,-8,-8,-8,1,-8,100,Good
408,11,95,26,1,0,86,56,6,5,29,1,66,0,0,0,99,46,3,4,2,78,Good
400,9,107,43,0,0,100,-7,7,8,43,1,33,13,0,0,5,84,3,2,0,38,Good
162,5,65,29,1,1,100,-7,7,8,24,2,34,-7,5,5,14,-8,3,-8,0,27,Bad
364,3,106,22,1,1,91,27,6,3,28,2,13,0,4,4,17,-8,4,1,0,63,Good
-8,9,61,26,0,0,100,-7,7,8,28,3,36,-7,6,5,43,50,5,2,2,64,Good
135,5,50,26,0,0,100,-7,7,8,26,2,50,0,0,0,78,-8,4,1,1,83,Good
151,2,27,19,1,1,95,78,6,2,21,6,43,0,0,0,56,92,8,3,1,92,Bad
49,9,30,7,0,0,86,14,6,6,7,1,29,-7,2,2,89,104,2,2,1,80,Bad
57,2,39,6,0,0,100,-7,7,8,11,1,0,-7,0,0,36,-8,2,-8,0,40,Good
204,14,88,51,0,0,100,-7,7,8,64,0,40,-7,0,0,34,53,6,9,1,75,Bad
412,37,192,23,0,0,87,24,6,6,55,0,26,5,0,0,38,-8,11,1,1,100,Good
172,13,73,13,0,0,100,-7,7,8,13,0,57,14,0,0,21,80,3,2,1,83,Good
327,3,100,41,0,0,100,-7,7,8,12,2,24,20,0,0,12,70,4,3,2,30,Good
112,3,37,15,0,0,93,20,6,6,15,4,33,0,1,1,38,93,2,3,1,45,Bad
336,4,106,23,0,0,100,-7,7,8,23,1,22,0,2,2,2,56,2,2,0,31,Good
391,11,102,22,0,0,100,-7,7,8,34,1,9,11,0,0,20,-8,5,1,1,60,Good
197,4,74,26,0,0,97,24,6,6,29,4,28,0,1,1,36,91,3,2,1,71,Good
158,7,58,25,0,0,100,-7,6,7,26,1,19,13,0,0,19,80,2,2,1,50,Good
224,0,123,38,2,0,93,1,3,5,45,1,28,-7,3,3,33,22,4,3,0,54,Bad
56,3,21,7,0,0,86,38,6,6,7,3,43,0,3,3,23,98,3,1,1,80,Good
193,14,90,11,1,1,100,-7,0,8,11,0,27,-7,0,0,1,-8,2,1,0,75,Bad
137,15,82,23,0,0,100,-7,7,8,2,0,17,0,1,1,66,-8,4,1,3,50,Bad
446,11,183,8,0,0,100,-7,7,8,9,1,67,0,0,0,12,69,1,2,-8,75,Good
232,1,75,21,0,0,100,-7,7,8,23,2,17,0,2,2,1,51,2,2,0,29,Good
308,20,114,30,0,0,100,-7,7,8,29,0,50,2,1,1,16,20,4,4,0,75,Good
247,3,72,49,0,0,100,-7,6,7,74,3,66,-7,2,2,83,61,10,5,1,94,Bad
433,87,198,6,0,0,100,-7,7,8,7,0,0,0,0,0,13,-8,1,-8,0,25,Good
206,1,77,53,2,1,95,28,6,5,63,4,51,0,4,4,39,78,4,5,1,56,Bad
170,3,34,15,0,0,100,-7,7,8,13,7,20,-7,0,0,67,100,10,2,3,100,Bad
235,2,77,34,0,0,100,-7,7,8,35,6,20,-7,2,2,51,48,13,2,4,71,Bad
58,4,24,2,1,1,67,75,6,4,3,2,67,0,1,1,-8,81,-8,2,-8,100,Bad
-8,17,82,14,2,1,69,6,3,5,0,0,56,-7,0,0,88,78,5,2,3,88,Bad
168,17,105,17,2,2,80,17,6,4,20,0,50,1,1,1,6,61,2,3,0,83,Good
389,30,102,22,2,2,92,25,6,2,24,0,4,0,1,1,13,-8,5,-8,0,36,Good
289,7,116,33,0,0,97,54,6,6,26,2,12,-8,0,0,18,48,6,2,1,47,Good
141,1,29,23,1,1,96,39,6,2,26,7,12,1,7,7,34,87,10,2,0,82,Bad
281,3,108,13,4,3,88,1,3,5,18,2,53,1,3,3,100,100,5,4,5,100,Bad
361,8,94,25,0,0,96,63,6,6,26,2,27,0,0,0,11,61,3,2,0,42,Good
268,1,78,23,0,0,100,-7,7,8,35,6,28,0,2,2,13,53,4,2,0,43,Good
368,6,74,42,0,0,98,23,5,6,43,3,49,0,3,3,10,19,8,2,0,67,Bad
393,6,155,17,0,0,94,1,4,6,17,2,41,5,0,0,64,-8,8,-8,1,89,Bad
204,36,121,28,0,0,100,-7,7,8,3,0,25,0,2,1,58,-8,7,2,4,69,Good
139,4,81,28,0,0,100,-7,7,8,29,1,45,-7,2,2,0,-8,0,2,0,40,Good
325,9,117,20,1,0,95,35,6,5,21,3,52,10,0,0,3,31,2,2,0,63,Good
176,13,67,21,0,0,100,-7,7,8,22,0,41,0,1,1,12,79,3,2,0,100,Bad
307,3,154,16,0,0,94,4,4,6,16,2,25,0,2,2,2,-8,3,-8,0,38,Good
257,4,78,25,0,0,92,-8,6,6,25,3,40,0,0,0,12,96,3,2,0,56,Good
123,6,54,21,0,0,88,4,4,6,26,3,42,0,0,0,63,45,4,3,1,78,Good
384,1,82,17,0,0,100,-7,7,8,20,2,17,11,0,0,1,53,2,1,0,38,Good
197,10,95,20,0,0,100,-7,7,8,24,1,58,-8,0,0,8,-8,4,1,0,63,Good
186,9,79,25,0,0,100,-7,7,8,25,1,20,0,1,1,15,-8,3,1,0,57,Bad
174,1,62,11,1,0,79,5,3,5,14,1,29,0,5,5,37,101,5,2,2,70,Bad
23,1,11,12,0,0,100,-7,7,8,13,8,8,0,1,1,17,89,4,1,1,56,Bad
313,14,116,5,0,0,100,-7,7,8,5,0,0,10,0,0,13,-8,3,-8,0,75,Bad
92,2,59,4,2,2,83,25,6,6,6,1,83,-7,1,1,-8,-8,1,1,-8,100,Bad
162,9,82,22,0,0,100,-7,7,8,24,1,58,0,0,0,79,45,2,2,-8,80,Good
202,6,31,9,2,2,90,34,6,2,25,4,20,-7,1,1,49,81,6,2,1,89,Good
237,21,148,20,0,0,100,-7,7,8,20,0,10,-7,0,0,3,-8,5,-8,0,56,Good
210,4,83,14,0,0,93,57,6,6,15,2,43,0,3,3,59,79,4,3,2,88,Bad
273,5,76,37,1,1,100,-7,6,8,37,1,38,6,0,0,6,86,7,5,0,67,Good
329,24,151,16,0,0,94,61,6,6,16,0,13,-8,0,0,2,77,1,1,0,29,Good
111,18,67,4,0,0,100,-7,7,8,4,0,50,0,0,0,14,-8,1,-8,0,100,Good
52,17,42,8,0,0,100,-7,7,8,8,0,38,-7,0,0,95,-8,3,1,2,67,Bad
185,5,70,19,0,0,95,42,6,6,18,2,37,5,0,0,14,73,1,2,0,60,Good
211,8,74,40,1,1,95,47,6,3,45,9,60,8,0,0,15,109,1,9,0,83,Good
128,1,59,32,0,0,94,4,4,6,35,2,12,-7,2,2,19,42,3,1,1,31,Bad
-8,1,47,23,3,3,100,-7,0,8,26,3,15,-7,2,2,49,83,9,2,1,61,Bad
134,5,79,16,5,2,61,9,4,2,23,2,30,-7,0,0,18,96,2,2,0,57,Bad
192,20,93,20,1,1,95,48,6,6,20,0,50,-7,1,1,33,75,1,5,0,60,Bad
205,4,94,44,0,0,100,-7,7,8,44,7,20,3,1,1,14,87,10,3,0,57,Good
215,3,60,28,0,0,96,62,6,6,28,5,14,-7,4,4,59,64,4,3,3,35,Bad
166,12,81,12,0,0,100,-7,7,8,18,0,17,-8,0,0,2,98,4,1,0,83,Good
271,2,48,14,2,1,68,14,6,3,34,4,42,3,2,2,76,97,5,2,1,88,Bad
222,5,71,21,1,1,82,4,4,4,22,1,14,0,1,1,37,-8,5,1,0,46,Good
133,15,71,35,0,0,100,-7,7,8,37,0,51,0,2,2,8,49,1,2,0,33,Bad
149,3,63,27,0,0,96,-8,6,6,28,2,36,0,1,1,41,97,7,1,2,73,Bad
323,12,149,14,0,0,100,-7,7,8,14,0,14,0,0,0,70,-8,2,1,0,100,Good
261,12,110,19,0,0,95,63,6,6,19,0,21,0,0,0,0,82,1,2,0,25,Good
376,1,115,35,0,0,100,-7,7,8,36,2,22,0,0,0,32,4,9,3,2,59,Good
35,2,14,5,0,0,100,-7,7,8,6,3,50,1,2,2,5,78,1,3,0,67,Good
97,1,39,11,1,0,92,26,6,5,14,6,31,-7,0,0,36,-8,4,1,0,63,Bad
211,25,107,14,0,0,86,3,4,6,14,0,29,0,0,0,13,58,3,2,0,56,Bad
157,15,93,10,2,1,91,40,6,5,11,0,18,-8,0,0,0,-8,0,-8,0,0,Good
87,12,44,20,0,0,90,11,4,6,20,0,35,0,1,1,31,73,3,3,1,60,Bad
180,4,81,29,1,1,94,62,6,2,34,6,53,2,2,2,73,99,1,2,-8,80,Bad
151,7,64,10,7,4,64,11,0,4,17,2,36,0,0,0,8,90,3,2,0,83,Bad
133,14,88,9,0,0,100,-7,7,8,9,0,44,0,0,0,0,-8,0,1,-8,50,Bad
186,2,79,14,0,0,100,-7,7,8,16,3,75,0,4,4,25,-8,1,2,0,75,Bad
306,1,105,18,0,0,95,26,6,6,20,1,25,2,1,1,6,100,9,1,0,77,Good
394,3,204,22,0,0,100,-7,7,8,24,3,4,3,2,2,0,-8,2,-8,0,33,Good
181,4,68,27,1,0,89,30,6,5,28,2,46,0,1,1,4,69,3,2,0,45,Good
184,9,126,20,0,0,100,-7,7,8,22,1,18,-7,2,2,7,-8,2,-8,0,33,Good
168,31,78,22,1,0,96,49,6,5,17,0,65,3,1,1,61,17,3,3,2,75,Good
428,18,102,26,0,0,96,14,6,6,26,0,19,17,0,0,22,53,2,3,2,33,Good
225,9,56,17,0,0,100,-7,7,8,17,5,12,0,2,2,50,-8,7,1,1,69,Good
144,2,41,19,0,0,100,-7,7,8,21,4,24,0,1,1,63,78,10,3,3,93,Bad
205,2,36,4,0,0,100,-7,7,8,7,5,0,2,2,1,34,-8,4,-8,2,67,Good
363,2,180,26,0,0,97,-7,5,7,29,1,28,0,0,0,3,52,3,1,1,45,Good
81,4,35,10,0,0,100,-7,7,8,10,3,60,0,1,1,79,94,4,2,2,100,Bad
69,15,41,9,0,0,100,-7,7,8,9,0,56,-8,0,0,87,83,1,2,1,75,Good
127,1,57,16,0,0,94,9,4,6,18,2,28,0,3,2,28,100,3,3,0,60,Good
192,1,67,36,0,0,100,-7,7,8,37,4,35,5,2,1,5,-8,4,2,1,60,Bad
60,20,32,13,0,0,100,-7,7,8,13,0,31,0,4,3,40,75,1,2,1,50,Bad
197,8,73,19,2,0,86,19,6,5,22,2,24,8,0,0,7,-8,1,1,0,29,Good
117,7,48,16,1,1,90,56,6,2,21,2,48,0,1,1,53,78,4,4,3,89,Bad
285,37,80,10,0,0,100,-7,7,8,29,0,40,18,0,0,45,-8,2,1,0,100,Bad
57,57,57,1,1,1,0,2,4,6,1,0,0,0,2,2,93,-8,1,-8,1,100,Bad
188,13,82,20,0,0,100,-7,7,8,20,0,40,0,0,0,17,82,2,2,0,50,Good
191,4,74,38,0,0,93,5,4,6,40,2,33,1,2,2,48,45,12,3,3,83,Bad
138,5,68,28,0,0,100,-7,7,8,29,2,54,2,1,1,0,82,1,14,0,79,Good
252,10,99,26,1,1,89,38,5,3,28,1,43,10,0,0,2,15,3,2,0,56,Good
179,10,100,27,0,0,96,74,6,6,28,1,32,0,0,0,70,-8,4,1,1,86,Good
66,1,42,22,1,0,71,2,3,5,3,2,21,0,6,6,16,69,3,4,0,44,Bad
199,6,67,10,0,0,100,-7,7,8,10,1,30,4,1,1,12,32,3,1,0,50,Good
183,15,65,14,0,0,75,8,4,6,16,0,56,0,0,0,75,-8,4,1,1,71,Bad
232,1,59,16,0,0,95,22,6,6,57,6,47,0,5,5,54,74,2,5,-8,78,Bad
195,22,87,24,0,0,100,-7,7,8,46,0,13,4,1,1,49,-8,6,1,1,58,Good
245,6,100,35,0,0,100,-7,7,8,37,1,43,4,1,1,18,61,6,4,0,71,Good
278,16,196,34,2,1,81,9,4,4,36,0,17,-7,0,0,88,-8,16,1,3,95,Bad
147,5,26,11,0,0,100,-7,7,8,11,8,9,0,3,3,32,96,6,1,1,78,Bad
208,21,115,9,0,0,100,-7,7,8,16,0,44,6,0,0,0,-8,0,2,-8,40,Bad
123,9,68,41,2,2,95,59,6,4,43,1,56,0,1,1,37,115,4,19,1,77,Good
209,6,98,33,0,0,97,53,6,6,33,3,33,-7,0,0,25,69,4,3,1,47,Good
182,2,41,6,1,0,88,58,6,5,8,3,50,0,2,2,99,86,4,2,3,100,Good
263,2,88,24,1,1,96,3,4,6,26,3,62,0,0,0,25,68,5,4,-8,90,Bad
183,7,63,15,0,0,100,-7,7,8,15,1,40,0,4,4,61,62,2,1,1,38,Bad
177,4,61,10,2,2,53,3,4,2,17,3,53,0,1,1,62,78,5,2,1,88,Good
122,6,52,13,0,0,100,-7,7,8,13,1,38,4,1,1,18,-8,2,1,0,100,Good
143,2,49,11,0,0,83,7,4,6,12,2,25,0,5,5,53,76,2,1,1,43,Good
288,2,119,13,1,1,82,8,4,4,18,3,41,1,4,4,0,59,2,3,0,83,Good
369,12,132,20,0,0,80,2,4,6,20,0,15,0,0,0,23,31,7,2,0,64,Good
133,10,66,13,0,0,85,0,4,6,13,1,69,0,0,0,29,75,1,1,0,100,Bad
288,13,80,32,0,0,85,2,4,6,33,0,33,12,0,0,43,-8,5,1,1,60,Good
344,2,95,26,1,0,79,2,3,5,28,3,64,0,3,3,2,97,4,3,0,73,Good
159,11,133,15,0,0,100,-7,7,8,18,1,50,7,0,0,0,-8,1,1,0,40,Good
135,3,54,25,0,0,96,78,6,6,25,2,40,5,2,2,12,79,3,5,0,53,Good
352,4,114,26,0,0,88,2,4,6,22,2,15,20,0,0,2,73,6,2,0,44,Good
209,3,59,20,0,0,90,15,6,6,20,5,25,0,1,1,90,78,6,4,3,83,Bad
139,2,59,11,0,0,100,-7,7,8,12,1,0,-7,0,0,6,-8,5,-8,0,71,Good
441,2,103,22,0,0,100,-7,7,8,23,3,48,3,2,2,3,83,1,3,0,33,Good
311,9,84,32,1,1,100,-7,7,8,33,3,39,-7,0,0,48,64,9,5,1,74,Good
110,6,35,9,1,1,50,0,4,3,12,2,75,0,1,1,85,85,1,3,-8,100,Bad
184,4,88,5,0,0,83,11,4,6,6,1,0,1,3,3,57,-8,1,-8,0,33,Bad
172,3,80,38,0,0,100,-7,7,8,41,2,20,4,1,1,5,74,6,2,1,64,Good
285,2,73,26,0,0,100,-7,7,8,29,3,45,0,0,0,3,108,3,5,0,67,Bad
-8,4,78,17,0,0,76,1,4,6,0,2,29,0,2,2,53,80,4,3,1,70,Bad
267,4,115,37,0,0,97,3,4,6,42,3,38,4,2,2,33,65,5,5,1,73,Good
320,2,121,24,0,0,100,-7,7,8,25,2,28,-7,2,2,6,-8,4,2,1,50,Good
114,5,52,13,1,0,67,30,6,5,15,2,13,5,0,0,69,33,4,2,2,86,Good
434,79,207,5,1,1,100,-7,6,8,5,0,40,7,0,0,60,-8,2,-8,0,100,Good
138,7,72,4,4,4,50,45,6,2,8,1,25,0,1,1,46,-8,1,1,0,100,Bad
161,38,66,11,0,0,100,-7,7,8,12,0,25,-7,0,0,7,-8,1,-8,0,33,Good
357,5,71,26,0,0,96,60,6,6,27,3,52,5,0,0,39,-8,3,3,1,75,Good
507,23,197,21,0,0,100,-7,7,8,21,0,29,0,0,0,64,53,6,3,2,83,Good
254,20,69,11,5,4,69,24,6,2,21,0,44,-8,0,0,40,44,5,2,2,100,Bad
250,2,91,15,2,2,72,7,4,2,33,1,44,-7,0,0,62,-8,3,1,1,80,Bad
131,20,73,6,1,0,56,1,4,5,9,0,22,0,1,1,67,79,2,2,0,100,Bad
74,3,50,15,0,0,89,14,6,6,3,3,28,1,1,1,10,-8,2,1,0,38,Good
336,4,120,35,0,0,100,-7,7,8,35,4,14,0,2,2,3,-8,6,1,0,47,Good
181,9,70,9,1,0,60,6,4,5,10,1,60,-7,1,1,64,11,2,2,1,100,Bad
212,2,87,29,1,1,94,61,5,6,32,4,47,0,5,5,57,69,6,2,2,73,Bad
